ID ANNONCEUR;ANNONCEUR                                         ;ID AGENCE MEDIA;AGENCE MEDIA                                      ;ID CLASSE;CLASSE                                            ;ID GROUPE;GROUPE                                            ;ID FAMILLE;FAMILLE                                           ;ID REGIE;REGIE                                             ;ID SUPPORT;SUPPORT                                           ;ID PRODUIT;PRODUIT                                           ;ANNEES;MOIS;IP BRUT;NBRE DE SPOTS;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;95;DS.PNEUMATIQUES CO                                ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;34725;LPN+                                              ;422696;NORAUTO GOODYEAR PNEUS                            ;2025;10;14 230;8;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;422;NRJ GLOBAL                                        ;2004;NRJ NATIONAL                                      ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;146 040;10;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;422;NRJ GLOBAL                                        ;2015;CHERIE FM                                         ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;42 220;10;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;422;NRJ GLOBAL                                        ;2018;NOSTALGIE                                         ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;100 980;14;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;424;TF1 PUBLICITE                                     ;2019;LES INDES RADIOS                                  ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;75 670;5;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;424;TF1 PUBLICITE                                     ;34645;LES INDES FLEX                                    ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;19 930;3;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;43 480;6;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;427;M6 UNLIMITED                                      ;2008;RTL 2                                             ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;31 140;6;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;427;M6 UNLIMITED                                      ;2014;FUN RADIO                                         ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;28 510;5;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;535;SKYROCK PUBLIC                                    ;2044;SKYROCK BOX                                       ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;7;7;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;716;RMC BFM ADS                                       ;2001;RMC INFO                                          ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;60 850;8;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;2007;EUROPE 2                                          ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;13 030;6;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;2013;RFM                                               ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;18 650;7;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;19139;NOVA BOX                                          ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;6;6;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;424;CENTRES AUTO / MAGASINS ACCESSOIRES AUTO          ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;34725;LPN+                                              ;63008;NORAUTO MAGASINS ACCESSOIRES AUTO                 ;2025;10;15 210;4;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;422;NRJ GLOBAL                                        ;2004;NRJ NATIONAL                                      ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;109 800;10;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;422;NRJ GLOBAL                                        ;2015;CHERIE FM                                         ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;39 020;10;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;422;NRJ GLOBAL                                        ;2018;NOSTALGIE                                         ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;101 640;14;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;424;TF1 PUBLICITE                                     ;2019;LES INDES RADIOS                                  ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;261 700;16;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;424;TF1 PUBLICITE                                     ;34645;LES INDES FLEX                                    ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;44 490;6;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;166 560;16;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;427;M6 UNLIMITED                                      ;2008;RTL 2                                             ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;83 910;17;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;427;M6 UNLIMITED                                      ;2014;FUN RADIO                                         ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;84 130;15;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;535;SKYROCK PUBLIC                                    ;2044;SKYROCK BOX                                       ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;19;19;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;716;RMC BFM ADS                                       ;2001;RMC INFO                                          ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;170 930;20;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;2007;EUROPE 2                                          ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;34 340;15;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;2013;RFM                                               ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;54 440;17;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;19139;NOVA BOX                                          ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;16;16;
12264;NORAUTO                                           ;4015;HAVAS MEDIA FRANCE                                ;73;DISTRIBUTION SPECIALISEE                          ;1231;DS.ACCESSOIRES VEHICULES MDD                      ;17;DISTRIBUTION                                      ;1341;LAGARDERE PUBLICITE NEWS                          ;34725;LPN+                                              ;1361642;NORAUTO NORAUTO REPARE CREVAISON                  ;2025;10;27 060;9;
12265;CIRQUE BOUGLIONE                                  ;990;ANNONCEURS DIRECTS                                ;321;SALONS MANIF.SPECTACLES                           ;539;SPECTACLES-MANIFESTATIONS                         ;32;CULTURE & LOISIRS                                 ;1341;LAGARDERE PUBLICITE NEWS                          ;2003;EUROPE 1                                          ;55728;CIRQUE D HIVER BOUGLIONE                          ;2025;10;57 256;35;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;422;NRJ GLOBAL                                        ;2004;NRJ NATIONAL                                      ;1210555;BEEBS APPLICATION                                 ;2025;10;153 053;11;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;422;NRJ GLOBAL                                        ;2015;CHERIE FM                                         ;1210555;BEEBS APPLICATION                                 ;2025;10;40 910;9;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;424;TF1 PUBLICITE                                     ;2019;LES INDES RADIOS                                  ;1210555;BEEBS APPLICATION                                 ;2025;10;130 073;10;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;424;TF1 PUBLICITE                                     ;34645;LES INDES FLEX                                    ;1210555;BEEBS APPLICATION                                 ;2025;10;20 223;5;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;427;M6 UNLIMITED                                      ;2008;RTL 2                                             ;1210555;BEEBS APPLICATION                                 ;2025;10;53 975;10;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;427;M6 UNLIMITED                                      ;2014;FUN RADIO                                         ;1210555;BEEBS APPLICATION                                 ;2025;10;63 607;12;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;427;M6 UNLIMITED                                      ;2033;M RADIO                                           ;1210555;BEEBS APPLICATION                                 ;2025;10;11 695;9;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;535;SKYROCK PUBLIC                                    ;2044;SKYROCK BOX                                       ;1210555;BEEBS APPLICATION                                 ;2025;10;9;9;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;1341;LAGARDERE PUBLICITE NEWS                          ;2007;EUROPE 2                                          ;1210555;BEEBS APPLICATION                                 ;2025;10;18 224;8;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;1341;LAGARDERE PUBLICITE NEWS                          ;2013;RFM                                               ;1210555;BEEBS APPLICATION                                 ;2025;10;27 699;9;
12555;KIABI CONFECTION                                  ;990;ANNONCEURS DIRECTS                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;1341;LAGARDERE PUBLICITE NEWS                          ;34725;LPN+                                              ;1210555;BEEBS APPLICATION                                 ;2025;10;15 654;5;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;422;NRJ GLOBAL                                        ;2004;NRJ NATIONAL                                      ;55152;KIABI CONFECTION                                  ;2025;10;937 401;70;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;422;NRJ GLOBAL                                        ;2015;CHERIE FM                                         ;55152;KIABI CONFECTION                                  ;2025;10;230 808;55;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;424;TF1 PUBLICITE                                     ;2019;LES INDES RADIOS                                  ;55152;KIABI CONFECTION                                  ;2025;10;643 675;46;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;424;TF1 PUBLICITE                                     ;34645;LES INDES FLEX                                    ;55152;KIABI CONFECTION                                  ;2025;10;108 905;20;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;427;M6 UNLIMITED                                      ;2008;RTL 2                                             ;55152;KIABI CONFECTION                                  ;2025;10;270 636;54;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;427;M6 UNLIMITED                                      ;2014;FUN RADIO                                         ;55152;KIABI CONFECTION                                  ;2025;10;374 795;71;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;427;M6 UNLIMITED                                      ;2033;M RADIO                                           ;55152;KIABI CONFECTION                                  ;2025;10;89 705;58;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;535;SKYROCK PUBLIC                                    ;2044;SKYROCK BOX                                       ;55152;KIABI CONFECTION                                  ;2025;10;57;57;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;1341;LAGARDERE PUBLICITE NEWS                          ;2007;EUROPE 2                                          ;55152;KIABI CONFECTION                                  ;2025;10;121 822;72;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;1341;LAGARDERE PUBLICITE NEWS                          ;2013;RFM                                               ;55152;KIABI CONFECTION                                  ;2025;10;188 904;65;
12555;KIABI CONFECTION                                  ;4015;HAVAS MEDIA FRANCE                                ;18;PRET A PORTER COUTURE                             ;1436;MODE PRET A PORTER                                ;4;MODE ET ACCESSOIRES                               ;1341;LAGARDERE PUBLICITE NEWS                          ;34725;LPN+                                              ;55152;KIABI CONFECTION                                  ;2025;10;86 085;28;
12907;WORLD WILDLIFE FUND                               ;990;ANNONCEURS DIRECTS                                ;83;ACTIONS HUMANITAIRES                              ;639;ACTIONS HUMANITAIRES                              ;80;ACTIONS HUMANITAIRES                              ;236;RADIO FRANCE PUBLICITE                            ;2020;FRANCE INTER                                      ;911301;WWF CO2 MON AMOUR P#                              ;2025;10;17 964;8;
12907;WORLD WILDLIFE FUND                               ;4014;GOOD ANGEL MEDIA                                  ;83;ACTIONS HUMANITAIRES                              ;639;ACTIONS HUMANITAIRES                              ;80;ACTIONS HUMANITAIRES                              ;236;RADIO FRANCE PUBLICITE                            ;2020;FRANCE INTER                                      ;51256;WWF PROTECTION NATURE/ANIMAUX                     ;2025;10;13 270;17;
12944;FORTUNEO                                          ;7333;WAVEMAKER                                         ;26;BANQUES DE DETAIL                                 ;39;INSTIT.MECENAT BANQUE DE DETAIL                   ;14;ETS FINANCIERS ASSURANCE                          ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;1364954;FORTUNEO TOUT SAVOIR SUR P#                       ;2025;10;2 361;6;
12944;FORTUNEO                                          ;7333;WAVEMAKER                                         ;26;BANQUES DE DETAIL                                 ;39;INSTIT.MECENAT BANQUE DE DETAIL                   ;14;ETS FINANCIERS ASSURANCE                          ;716;RMC BFM ADS                                       ;2026;BFM BUSINESS                                      ;1364954;FORTUNEO TOUT SAVOIR SUR P#                       ;2025;10;3 972;6;
12944;FORTUNEO                                          ;7333;WAVEMAKER                                         ;26;BANQUES DE DETAIL                                 ;39;INSTIT.MECENAT BANQUE DE DETAIL                   ;14;ETS FINANCIERS ASSURANCE                          ;1341;LAGARDERE PUBLICITE NEWS                          ;2003;EUROPE 1                                          ;1364954;FORTUNEO TOUT SAVOIR SUR P#                       ;2025;10;3 802;2;
12944;FORTUNEO                                          ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;37;PRODUITS ASSURANCE                                ;14;ETS FINANCIERS ASSURANCE                          ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;1345285;FORTUNEO PLAN EPARGNE RETRAITE                    ;2025;10;1 764;4;
12944;FORTUNEO                                          ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;37;PRODUITS ASSURANCE                                ;14;ETS FINANCIERS ASSURANCE                          ;716;RMC BFM ADS                                       ;2026;BFM BUSINESS                                      ;1345285;FORTUNEO PLAN EPARGNE RETRAITE                    ;2025;10;2 052;3;
12944;FORTUNEO                                          ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;37;PRODUITS ASSURANCE                                ;14;ETS FINANCIERS ASSURANCE                          ;1341;LAGARDERE PUBLICITE NEWS                          ;2003;EUROPE 1                                          ;1345285;FORTUNEO PLAN EPARGNE RETRAITE                    ;2025;10;3 528;1;
13143;PRODUCTIONS CORIDA                                ;990;ANNONCEURS DIRECTS                                ;321;SALONS MANIF.SPECTACLES                           ;539;SPECTACLES-MANIFESTATIONS                         ;32;CULTURE & LOISIRS                                 ;427;M6 UNLIMITED                                      ;2008;RTL 2                                             ;66747;SIMPLY RED CONCERT                                ;2025;10;6 580;32;
13188;PREFON                                            ;7175;SERVICES CONSEILS PUB                             ;33;ASSUREURS                                         ;37;PRODUITS ASSURANCE                                ;14;ETS FINANCIERS ASSURANCE                          ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;23497;PREFON EPARGNE RETRAITE                           ;2025;10;289 993;59;
13188;PREFON                                            ;7175;SERVICES CONSEILS PUB                             ;33;ASSUREURS                                         ;37;PRODUITS ASSURANCE                                ;14;ETS FINANCIERS ASSURANCE                          ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;1241433;PREFON PER RETRAITE                               ;2025;10;65 977;3;
13474;AXA ASSURANCES                                    ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;33;INSTIT.MECENAT ASSURANCE                          ;14;ETS FINANCIERS ASSURANCE                          ;422;NRJ GLOBAL                                        ;2018;NOSTALGIE                                         ;211165;AXA PREVENTION                                    ;2025;10;24 840;3;
13474;AXA ASSURANCES                                    ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;33;INSTIT.MECENAT ASSURANCE                          ;14;ETS FINANCIERS ASSURANCE                          ;427;M6 UNLIMITED                                      ;2002;RTL                                               ;211165;AXA PREVENTION                                    ;2025;10;53 520;3;
13474;AXA ASSURANCES                                    ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;33;INSTIT.MECENAT ASSURANCE                          ;14;ETS FINANCIERS ASSURANCE                          ;1341;LAGARDERE PUBLICITE NEWS                          ;2003;EUROPE 1                                          ;211165;AXA PREVENTION                                    ;2025;10;88 008;13;
13474;AXA ASSURANCES                                    ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;33;INSTIT.MECENAT ASSURANCE                          ;14;ETS FINANCIERS ASSURANCE                          ;422;NRJ GLOBAL                                        ;2018;NOSTALGIE                                         ;1271345;AXA PREVENTION ENTREPRISE                         ;2025;10;32 640;3;
13474;AXA ASSURANCES                                    ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;33;INSTIT.MECENAT ASSURANCE                          ;14;ETS FINANCIERS ASSURANCE                          ;716;RMC BFM ADS                                       ;2001;RMC INFO                                          ;1271345;AXA PREVENTION ENTREPRISE                         ;2025;10;52 836;6;
13474;AXA ASSURANCES                                    ;7333;WAVEMAKER                                         ;33;ASSUREURS                                         ;33;INSTIT.MECENAT ASSURANCE                          ;14;ETS FINANCIERS ASSURANCE                          ;1341;LAGARDERE PUBLICITE NEWS                          ;2003;EUROPE 1                                          ;1271345;AXA PREVENTION ENTREPRISE                         ;2025;10;38 520;6;
13570;TOTAL ENERGIES                                    ;7333;WAVEMAKER                                         ;54;SECTEUR ENERGIE                                   ;431;SOURCES D ENERGIE                                 ;13;ENERGIE                                           ;716;RMC BFM ADS                                       ;2001;RMC INFO                                          ;40306;TOTAL ENERGIES P#                                 ;2025;10;36 134;21;
13570;TOTAL ENERGIES                                    ;7333;WAVEMAKER                                         ;54;SECTEUR ENERGIE                                   ;431;SOURCES D ENERGIE                                 ;13;ENERGIE                                           ;716;RMC BFM ADS                                       ;2001;RMC INFO                                          ;947291;TOTAL ENERGIES ELECTRICITE PRO                    ;2025;10;1 062 538;96;
13570;TOTAL ENERGIES                                    ;7333;WAVEMAKER                                         ;54;SECTEUR ENERGIE                                   ;431;SOURCES D ENERGIE                                 ;13;ENERGIE                                           ;716;RMC BFM ADS                                       ;2026;BFM BUSINESS                                      ;947291;TOTAL ENERGIES ELECTRICITE PRO                    ;2025;10;178 060;53;
13570;TOTAL ENERGIES                                    ;7333;WAVEMAKER                                         ;54;SECTEUR ENERGIE                                   ;431;SOURCES D ENERGIE                                 ;13;ENERGIE                                           ;716;RMC BFM ADS                                       ;2001;RMC INFO                                          ;1198832;TOTAL ENERGIES CYCLISME P#                        ;2025;10;27 597;12;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;1341;LAGARDERE PUBLICITE NEWS                          ;2007;EUROPE 2                                          ;15394;CANAL +                                           ;2025;10;1 503;1;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;1341;LAGARDERE PUBLICITE NEWS                          ;2003;EUROPE 1                                          ;576226;CANAL + FILM                                      ;2025;10;315 989;85;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;1341;LAGARDERE PUBLICITE NEWS                          ;2007;EUROPE 2                                          ;576226;CANAL + FILM                                      ;2025;10;94 546;81;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;1341;LAGARDERE PUBLICITE NEWS                          ;2013;RFM                                               ;576226;CANAL + FILM                                      ;2025;10;243 810;84;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;422;NRJ GLOBAL                                        ;2004;NRJ NATIONAL                                      ;1249275;CANAL + + CANAL + FOOT                            ;2025;10;459 930;36;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;424;TF1 PUBLICITE                                     ;2019;LES INDES RADIOS                                  ;1249275;CANAL + + CANAL + FOOT                            ;2025;10;340 638;23;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;424;TF1 PUBLICITE                                     ;34645;LES INDES FLEX                                    ;1249275;CANAL + + CANAL + FOOT                            ;2025;10;54 320;6;
13602;CANAL +                                           ;4015;HAVAS MEDIA FRANCE                                ;330;INFORMATION MEDIA                                 ;545;TELEVISION                                        ;33;INFORMATION MEDIA                                 ;427;M6 UNLIMITED                                      ;2008;RTL 2                                             ;1249275;CANAL + + CANAL + FOOT                            ;2025;10;37 460;8;
